close
174.97
173.15
174.87
174.33
174.23
172.97
171.06
172.03
170.93
170.42
170.8
170.18
170.89
169.43
170.41
170.94
174.24
174.18
171.25
166.52
166.44
165.25
154.68
156.3
157.76
152.7
153.92
153.3
156.82
155.86
154.94
153.07
150
152.29
153.8
153.31
150.75
147.93
148.26
142.19
157.92
157.74
156.23
156.15
157.17
146.83
150.73
156.83
160.89
166.07
163.94
165.48
170.95
169.1
168.63
169.6
168.49
174.72
176.69
184.82
